Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,Clinical_Feasibility,Detection_Method,Sample_Type,N_Tissues,Tissues_List,Direction_Consistency,Predominant_Direction,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Max_Abs_Zscore_Delta,Std_Zscore_Delta,Signal_to_Noise,Age_Discrimination,P_Value,Biomarker_Score
TBC1D17,TBC1 domain family member 17 OS=Homo sapiens GN=TBC1D17 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.2434209185785309,0.2434209185785309,-0.2434209185785309,0.3171933562039731,0.10432998181922357,2.3331827949545256,0.2434209185785309,,0.23651313778677965
PPCS,Phosphopantothenate--cysteine ligase OS=Homo sapiens GN=PPCS PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.9099042036807616,0.9099042036807616,-0.9099042036807616,1.290433671848207,0.5381499347650222,1.6908005462791003,0.9099042036807616,,0.3364856305521142
MEAF6,Chromatin modification-related protein MEAF6 OS=Homo sapiens GN=MEAF6 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.01910410866525296,0.19131809795340377,0.01910410866525296,0.2104222066186567,0.27056464885312786,0.7071067811865476,0.19131809795340377,,0.12869771469301056
UPF2,Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.30431793670064927,0.30431793670064927,0.30431793670064927,0.5745777560065641,0.38220510182692685,0.7962163122522967,0.30431793670064927,,0.2456476905050974
ATP6V0A4,V-type proton ATPase 116 kDa subunit a isoform 4 OS=Homo sapiens GN=ATP6V0A4 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.5364144728343848,0.5364144728343848,0.5364144728343848,1.0665084123900834,0.7496660386514526,0.71553791312105,0.5364144728343848,,0.28046217092515774
PLGRKT,Plasminogen receptor (KT) OS=Homo sapiens GN=PLGRKT PE=1 SV=1,Unknown,Unknown,1,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.1785529140003202,0.1785529140003202,-0.1785529140003202,0.3169828088094623,0.19576943467696967,0.9120571569047146,0.1785529140003202,,0.30678293710004806
EML4,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.029434689985749607,0.4688852472566427,0.029434689985749607,0.4983199372423923,0.6631038758670061,0.7071067811865476,0.4688852472566427,,0.17033278708849642
ZBTB20,Zinc finger and BTB domain-containing protein 20 OS=Homo sapiens GN=ZBTB20 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.4014131429459269,0.4331908642905513,0.4014131429459269,0.8346040072364782,0.6126243953758205,0.7071067811865476,0.4331908642905513,,0.1649786296435827
MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.016328821532105464,0.23574945823780635,-0.016328821532105464,0.2520782797699118,0.3334000811620153,0.7071067811865476,0.23574945823780635,,0.13536241873567095
NCOA5,Nuclear receptor coactivator 5 OS=Homo sapiens GN=NCOA5 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.0015535725657965516,0.10766781124762405,0.0015535725657965516,0.1092213838134206,0.1522652788974164,0.7071067811865476,0.10766781124762405,,0.11615017168714362
EPG5,Ectopic P granules protein 5 homolog OS=Homo sapiens GN=EPG5 PE=2 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.25987510410363324,0.25987510410363324,-0.25987510410363324,0.3512339518358287,0.12920092150564927,2.0114028683012934,0.25987510410363324,,0.238981265615545
MOV10,Putative helicase MOV-10 OS=Homo sapiens GN=MOV10 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.3166093511280077,0.3166093511280077,0.3166093511280077,0.3389529283168891,0.03159858989244621,10.019730380553932,0.3166093511280077,,0.24749140266920117
ANO8,Anoctamin-8 OS=Homo sapiens GN=ANO8 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.1169289318283523,0.1169289318283523,0.1169289318283523,0.1502249818640399,0.047087725533922584,2.483214691355505,0.1169289318283523,,0.21753933977425285
EPB41L5,Band 4.1-like protein 5 OS=Homo sapiens GN=EPB41L5 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.020182048483240803,0.0847595182667962,-0.020182048483240803,0.104941566750037,0.11986806027311328,0.7071067811865476,0.0847595182667962,,0.11271392774001944
ATP13A1,Manganese-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.04141320500580674,0.24438721852079454,0.04141320500580674,0.2858004235266013,0.34561571890274484,0.7071067811865476,0.24438721852079454,,0.1366580827781192
SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase OS=Homo sapiens GN=SEPSECS PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.16431792673729165,0.16431792673729165,-0.16431792673729165,0.2008496723251006,0.05166369006744288,3.1805302045360584,0.16431792673729165,,0.22464768901059376
CHMP1A,Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.2428908503315653,0.26341536050489567,-0.2428908503315653,0.506306210836461,0.37252557536342157,0.7071067811865476,0.26341536050489567,,0.13951230407573434
RETN,Resistin OS=Homo sapiens GN=RETN PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.22602505391043332,0.22602505391043332,0.22602505391043332,0.3822295595936924,0.22090653044105024,1.0231705394094222,0.22602505391043332,,0.233903758086565
APMAP,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.266275533039836,0.43397196133980864,0.266275533039836,0.7002474943796446,0.6137290334164098,0.7071067811865476,0.43397196133980864,,0.1650957942009713
NPHS2,Podocin OS=Homo sapiens GN=NPHS2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.10740802772429585,0.10740802772429585,0.10740802772429585,0.1141497572837098,0.009534245376774796,11.26549857694447,0.10740802772429585,,0.21611120415864438
ACOT13,Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.0351256047381968,0.0351256047381968,0.0351256047381968,0.0586529461356631,0.03327268529087881,1.0556889061138068,0.0351256047381968,,0.20526884071072954
A1CF,APOBEC1 complementation factor OS=Homo sapiens GN=A1CF PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.10430787284006855,0.10430787284006855,-0.10430787284006855,0.147030208727947,0.06041850682889651,1.7264225535309152,0.10430787284006855,,0.2156461809260103
RTN4,Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.40731103314611006,0.40731103314611006,-0.40731103314611006,0.4710579041234976,0.09015168949506923,4.518063226850425,0.40731103314611006,,0.26109665497191653
XPNPEP3,Probable Xaa-Pro aminopeptidase 3 OS=Homo sapiens GN=XPNPEP3 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.003554094397528247,0.05189437326819455,-0.003554094397528247,0.0554484676657228,0.07338972648673253,0.7071067811865475,0.05189437326819455,,0.10778415599022918
KIF13B,Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.755426981297611,0.755426981297611,-0.755426981297611,1.2211087508228038,0.6585734742124295,1.1470656060069926,0.755426981297611,,0.3133140471946416
STARD7,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens GN=STARD7 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.06141764617367029,0.1238013964534232,0.06141764617367029,0.1852190426270935,0.17508161390515947,0.7071067811865476,0.1238013964534232,,0.11857020946801348
DDX21,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.024313452378170397,0.0468427087384445,0.024313452378170397,0.0711561611166149,0.0662455939962009,0.7071067811865475,0.0468427087384445,,0.10702640631076668
SAR1A,GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.9853427366307042,0.9853427366307042,-0.9853427366307042,1.3101019346208986,0.4592788623031423,2.1454127709895316,0.9853427366307042,,0.34780141049460567
AAAS,Aladin OS=Homo sapiens GN=AAAS PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.10242465852159845,0.2599356095442579,0.10242465852159845,0.3623602680658563,0.3676044643612068,0.7071067811865476,0.2599356095442579,,0.1389903414316387
STK36,Serine/threonine-protein kinase 36 OS=Homo sapiens GN=STK36 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.362176764777221,0.3943904959432601,-0.362176764777221,0.7565672607204811,0.5577523882340095,0.7071067811865476,0.3943904959432601,,0.159158574391489
PNO1,RNA-binding protein PNO1 OS=Homo sapiens GN=PNO1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.5902579856877339,0.9103163776802599,-0.5902579856877339,1.5005743633679938,1.2873817673657721,0.7071067811865475,0.9103163776802599,,0.23654745665203897
PHPT1,14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.44070369264572956,0.44070369264572956,0.44070369264572956,0.5666956879006837,0.17817958844000278,2.473368001936567,0.44070369264572956,,0.2661055538968594
ARHGAP35,Rho GTPase-activating protein 35 OS=Homo sapiens GN=ARHGAP35 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.3356229542827428,0.3356229542827428,0.3356229542827428,0.3811761880651612,0.06442200102504832,5.209756743697656,0.3356229542827428,,0.2503434431424114
AGPAT3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens GN=AGPAT3 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.4825627335322159,0.4825627335322159,-0.4825627335322159,0.7371125485946699,0.3599878007608856,1.3404974627258222,0.4825627335322159,,0.2723844100298324
LANCL2,LanC-like protein 2 OS=Homo sapiens GN=LANCL2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.3715306736896345,0.3715306736896345,-0.3715306736896345,0.6445891130039587,0.386162948198748,0.9621085487943223,0.3715306736896345,,0.25572960105344517
KRT84,"Keratin, type II cuticular Hb4 OS=Homo sapiens GN=KRT84 PE=2 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.319276271302415,0.319276271302415,-0.319276271302415,0.5964833385467605,0.39202999408262396,0.814417968322915,0.319276271302415,,0.24789144069536226
FARSB,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens GN=FARSB PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.08900889779619633,0.18567888082481085,-0.08900889779619633,0.2746877786210072,0.2625895915087051,0.7071067811865476,0.18567888082481085,,0.12785183212372164
IARS2,"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=IARS2 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.025466576057812797,0.0843141262445991,0.025466576057812797,0.1097807023024119,0.11923818083474935,0.7071067811865476,0.0843141262445991,,0.11264711893668987
DIAPH3,Protein diaphanous homolog 3 OS=Homo sapiens GN=DIAPH3 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.2305188337540811,0.2305188337540811,-0.2305188337540811,0.3953141266985823,0.23305573829736081,0.9891146016750602,0.2305188337540811,,0.23457782506311217
PDS5B,Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.5897412185771276,0.5897412185771276,0.5897412185771276,1.1124159559722806,0.7391737023340214,0.7978384738458032,0.5897412185771276,,0.2884611827865691
SACM1L,Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens GN=SACM1L PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.15237661392306606,0.16536709940005206,-0.15237661392306606,0.3177437133231181,0.23386439474185333,0.7071067811865476,0.16536709940005206,,0.12480506491000781
ECHDC1,Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.13798498047220178,0.2695717305743983,-0.13798498047220178,0.4075567110466001,0.3812319974107,0.7071067811865476,0.2695717305743983,,0.14043575958615975
MDN1,Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.13717821242956935,0.15922863591870973,0.13717821242956935,0.2964068483482791,0.22518329643440704,0.7071067811865475,0.15922863591870973,,0.12388429538780646
ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens GN=ACSS1 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.3929561950868364,0.3929561950868364,-0.3929561950868364,0.7576708229561313,0.5157843731286134,0.7618613815367586,0.3929561950868364,,0.2589434292630255
DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase OS=Homo sapiens GN=DECR2 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.14215448705836917,0.6296800089643054,0.14215448705836917,0.7718344960226746,0.8905020086325328,0.7071067811865475,0.6296800089643054,,0.1944520013446458
ABHD10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens GN=ABHD10 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.132844854631576,0.132844854631576,-0.132844854631576,0.1717613742596677,0.05503626985840604,2.4137692284261116,0.132844854631576,,0.2199267281947364
ABCF3,ATP-binding cassette sub-family F member 3 OS=Homo sapiens GN=ABCF3 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.05380383879888265,0.09348733325713515,0.05380383879888265,0.1472911720560178,0.13221105460233382,0.7071067811865476,0.09348733325713515,,0.11402309998857028
IMP3,U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens GN=IMP3 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.27293550206955647,0.27293550206955647,-0.27293550206955647,0.4189947496013826,0.20655896876951757,1.321344232571683,0.27293550206955647,,0.24094032531043347
EXOC1,Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.1251193690252481,0.1251193690252481,0.1251193690252481,0.1524994587622233,0.03872129424502271,3.231280654864245,0.1251193690252481,,0.21876790535378723
PARVA,Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.00410313346380245,0.14865146961609846,0.00410313346380245,0.1527546030799009,0.2102249243977785,0.7071067811865475,0.14865146961609846,,0.12229772044241477
DNAJC11,DnaJ homolog subfamily C member 11 OS=Homo sapiens GN=DNAJC11 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.2930030828517425,0.2930030828517425,0.2930030828517425,0.3634859384558528,0.09967781031011738,2.9395015996052876,0.2930030828517425,,0.2439504624277614
INTS7,Integrator complex subunit 7 OS=Homo sapiens GN=INTS7 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.12699040473989354,0.18771079080861686,0.12699040473989354,0.3147011955485104,0.26546314616532485,0.7071067811865476,0.18771079080861686,,0.12815661862129252
TMLHE,"Trimethyllysine dioxygenase, mitochondrial OS=Homo sapiens GN=TMLHE PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.011662060181535705,0.1731496967703206,-0.011662060181535705,0.1848117569518563,0.2448706494933763,0.7071067811865475,0.1731496967703206,,0.1259724545155481
ARL8B,ADP-ribosylation factor-like protein 8B OS=Homo sapiens GN=ARL8B PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.048139075433510356,0.19066365316143163,-0.048139075433510356,0.238802728594942,0.26963912415249647,0.7071067811865475,0.19066365316143163,,0.12859954797421475
EVA1B,Protein eva-1 homolog B OS=Homo sapiens GN=EVA1B PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0327465837420242,0.0627529074950862,-0.0327465837420242,0.0954994912371104,0.08874601285789516,0.7071067811865476,0.0627529074950862,,0.10941293612426294
GNL3L,Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens GN=GNL3L PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.008449613934227246,0.2696211864861594,-0.008449613934227246,0.2780708004203867,0.3813019386318521,0.7071067811865476,0.2696211864861594,,0.1404431779729239
DDX18,ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.3432198943683973,0.3432198943683973,-0.3432198943683973,0.3824665706871278,0.05550318192801572,6.183787711730344,0.3432198943683973,,0.2514829841552596
FAIM,Fas apoptotic inhibitory molecule 1 OS=Homo sapiens GN=FAIM PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.4048011778556112,0.4048011778556112,0.4048011778556112,0.4973508647942351,0.13088502246198605,3.092799850137022,0.4048011778556112,,0.2607201766783417
TBCCD1,TBCC domain-containing protein 1 OS=Homo sapiens GN=TBCCD1 PE=2 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.07208775574561216,0.07208775574561216,0.07208775574561216,0.1153211380278456,0.06114123557079522,1.1790366202551141,0.07208775574561216,,0.21081316336184183
PNPO,Pyridoxine-5'-phosphate oxidase OS=Homo sapiens GN=PNPO PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0834858672339818,0.2136423443723208,-0.0834858672339818,0.2971282116063026,0.30213590090851933,0.7071067811865476,0.2136423443723208,,0.13204635165584813
RBM28,RNA-binding protein 28 OS=Homo sapiens GN=RBM28 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.1301386827495551,0.1301386827495551,-0.1301386827495551,0.1409888204800986,0.015344411932150647,8.481177599050227,0.1301386827495551,,0.21952080241243327
OXSM,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens GN=OXSM PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.53273478381975,0.53273478381975,0.53273478381975,0.7991443287542838,0.3767599915920621,1.4139897964446557,0.53273478381975,,0.2799102175729625
C1orf123,UPF0587 protein C1orf123 OS=Homo sapiens GN=C1orf123 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.2775631400027437,0.43751422037103976,0.2775631400027437,0.7150773603737834,0.6187385441798156,0.7071067811865475,0.43751422037103976,,0.16562713305565596
MRPL16,"39S ribosomal protein L16, mitochondrial OS=Homo sapiens GN=MRPL16 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.630303824460808,0.630303824460808,-0.630303824460808,1.2116684622201188,0.8221737554033388,0.7666309223791703,0.630303824460808,,0.2945455736691212
