Protein_ID,Protein_Name,Gene_Symbol
Q5QPQ1,Acyl-protein thioesterase 2 (Fragment) OS=Homo sapiens GN=LYPLA2 PE=1 SV=1,LYPLA2
A0A0A0MSX9,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=1",IARS
A0A096LP22,Probable peptidyl-tRNA hydrolase (Fragment) OS=Homo sapiens GN=PTRH1 PE=1 SV=1,PTRH1
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2,EIF5
Q9UBD6,Ammonium transporter Rh type C OS=Homo sapiens GN=RHCG PE=1 SV=1,RHCG
H0Y8W1,Zinc finger RNA-binding protein (Fragment) OS=Homo sapiens GN=ZFR PE=1 SV=1,ZFR
Q5T749,Keratinocyte proline-rich protein OS=Homo sapiens GN=KPRP PE=1 SV=1,KPRP
F8W1S1,"Keratin, type II cytoskeletal 74 OS=Homo sapiens GN=KRT74 PE=1 SV=1",KRT74
H0Y450,"Probable arginine--tRNA ligase, mitochondrial (Fragment) OS=Homo sapiens GN=RARS2 PE=1 SV=1",RARS2
A0A0A0MQX1,Unconventional myosin-X OS=Homo sapiens GN=MYO10 PE=1 SV=1,MYO10
O43488,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3,AKR7A2
Q71F23,Centromere protein U OS=Homo sapiens GN=CENPU PE=1 SV=1,CENPU
A0A0C4DFN3,Monoglyceride lipase OS=Homo sapiens GN=MGLL PE=1 SV=1,MGLL
F6QDS0,ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1,DDX19A
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens GN=SLC9A3R1 PE=1 SV=4,SLC9A3R1
Q58FG1,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,HSP90AA4P
Q96RP9,"Elongation factor G, mitochondrial OS=Homo sapiens GN=GFM1 PE=1 SV=2",GFM1
Q8N5K1,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1,CISD2
P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,UBA1
Q14028,Cyclic nucleotide-gated cation channel beta-1 OS=Homo sapiens GN=CNGB1 PE=1 SV=2,CNGB1
H0YJ40,"SRA stem-loop-interacting RNA-binding protein, mitochondrial (Fragment) OS=Homo sapiens GN=SLIRP PE=1 SV=1",SLIRP
Q9H0C1,Zinc finger MYND domain-containing protein 12 OS=Homo sapiens GN=ZMYND12 PE=2 SV=3,ZMYND12
Q96C24,Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4 PE=1 SV=2,SYTL4
P35908,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2",KRT2
Q7RTS1,Class A basic helix-loop-helix protein 15 OS=Homo sapiens GN=BHLHA15 PE=1 SV=1,BHLHA15
Q13185,Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4,CBX3
P10606,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2",COX5B
Q9H6S3,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2,EPS8L2
P00915,Carbonic anhydrase 1 OS=Homo sapiens GN=CA1 PE=1 SV=2,CA1
P02042,Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2,HBD
Q5TZA2,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,CROCC
Q9P107,GEM-interacting protein OS=Homo sapiens GN=GMIP PE=1 SV=2,GMIP
Q9H993,Protein-glutamate O-methyltransferase OS=Homo sapiens GN=ARMT1 PE=1 SV=1,ARMT1
P00390,"Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR PE=1 SV=2",GSR
P04114,Apolipoprotein B-100 OS=Homo sapiens GN=APOB PE=1 SV=2,APOB
A0A0J9YVP6,Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens GN=PUF60 PE=1 SV=1,PUF60
Q9BVJ7,Dual specificity protein phosphatase 23 OS=Homo sapiens GN=DUSP23 PE=1 SV=1,DUSP23
P51153,Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1,RAB13
B4E135,DNA ligase 1 OS=Homo sapiens GN=LIG1 PE=1 SV=1,LIG1
P62820,Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3,RAB1A
O75569,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1,PRKRA
Q6ZRN7,Putative uncharacterized protein FLJ46214 OS=Homo sapiens PE=2 SV=1,2
P43897,"Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2",TSFM
P39019,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2,RPS19
P02787,Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3,TF
Q12849,G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3,GRSF1
P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,HNRNPL
Q8N4Q0,Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Homo sapiens GN=ZADH2 PE=1 SV=1,ZADH2
Q15388,Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens GN=TOMM20 PE=1 SV=1,TOMM20
J3KQY1,"39S ribosomal protein L22, mitochondrial OS=Homo sapiens GN=MRPL22 PE=1 SV=1",MRPL22
B4E1Z4,Uncharacterized protein OS=Homo sapiens PE=1 SV=1,1
Q8WUP2,Filamin-binding LIM protein 1 OS=Homo sapiens GN=FBLIM1 PE=1 SV=2,FBLIM1
P13796,Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6,LCP1
A0A0D9SF53,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=1,DDX3X
I3L4V6,Nucleoredoxin (Fragment) OS=Homo sapiens GN=NXN PE=1 SV=1,NXN
Q96FV2,Secernin-2 OS=Homo sapiens GN=SCRN2 PE=1 SV=3,SCRN2
Q9Y5X3,Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1,SNX5
K7EN45,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (Fragment) OS=Homo sapiens GN=PIN1 PE=1 SV=1,PIN1
Q7RTP6,Protein-methionine sulfoxide oxidase MICAL3 OS=Homo sapiens GN=MICAL3 PE=1 SV=2,MICAL3
Q86Y46,"Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1",KRT73
O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3,NDUFB4
Q7Z794,"Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=2 SV=3",KRT77
M0R226,Ribosomal protein L34 OS=Homo sapiens GN=MRPL34 PE=1 SV=1,MRPL34
Q9NX40,OCIA domain-containing protein 1 OS=Homo sapiens GN=OCIAD1 PE=1 SV=1,OCIAD1
Q9HD89,Resistin OS=Homo sapiens GN=RETN PE=1 SV=1,RETN
P27449,V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens GN=ATP6V0C PE=1 SV=1,ATP6V0C
P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4,PPP2R1A
Q92993,Histone acetyltransferase KAT5 OS=Homo sapiens GN=KAT5 PE=1 SV=2,KAT5
Q15427,Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1,SF3B4
Q8WVV4,Protein POF1B OS=Homo sapiens GN=POF1B PE=1 SV=3,POF1B
P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1,EIF3E
A0A087WUA5,EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1,EHD4
Q96H55,Unconventional myosin-XIX OS=Homo sapiens GN=MYO19 PE=1 SV=2,MYO19
P46199,"Translation initiation factor IF-2, mitochondrial OS=Homo sapiens GN=MTIF2 PE=1 SV=2",MTIF2
A0A087WYU1,Sorting nexin OS=Homo sapiens GN=SNX9 PE=1 SV=1,SNX9
Q9H4A4,Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,RNPEP
P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3,NDUFA8
Q9H7B2,Ribosome production factor 2 homolog OS=Homo sapiens GN=RPF2 PE=1 SV=2,RPF2
B8ZZZ0,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (Fragment) OS=Homo sapiens GN=HIBCH PE=1 SV=1",HIBCH
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1,ESYT1
Q9H583,HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3,HEATR1
H7C2R1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Fragment) OS=Homo sapiens GN=NDUFA3 PE=1 SV=1,NDUFA3
P31025,Lipocalin-1 OS=Homo sapiens GN=LCN1 PE=1 SV=1,LCN1
Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3,GANAB
F5H423,Uncharacterized protein OS=Homo sapiens PE=3 SV=1,3
P17096,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3,HMGA1
B0QYF8,Myoglobin (Fragment) OS=Homo sapiens GN=MB PE=1 SV=1,MB
A0A0A0MRE3,Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=1 SV=1,SYNE2
Q8IY17,Neuropathy target esterase OS=Homo sapiens GN=PNPLA6 PE=1 SV=2,PNPLA6
Q9NP85,Podocin OS=Homo sapiens GN=NPHS2 PE=1 SV=1,NPHS2
P0CG04,Ig lambda-1 chain C regions (Fragment) OS=Homo sapiens GN=IGLC1 PE=4 SV=1,IGLC1
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens GN=OXCT1 PE=1 SV=1",OXCT1
O94812,BAI1-associated protein 3 OS=Homo sapiens GN=BAIAP3 PE=1 SV=2,BAIAP3
Q15717,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2,ELAVL1
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",LRPPRC
Q06278,Aldehyde oxidase OS=Homo sapiens GN=AOX1 PE=1 SV=2,AOX1
P49721,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1,PSMB2
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens GN=PIK3CB PE=1 SV=1",PIK3CB
Q15126,Phosphomevalonate kinase OS=Homo sapiens GN=PMVK PE=1 SV=3,PMVK
E9PPR0,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFV1 PE=1 SV=1",NDUFV1
P06748,Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2,NPM1
P68402,Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens GN=PAFAH1B2 PE=1 SV=1,PAFAH1B2
Q9NVN8,Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens GN=GNL3L PE=1 SV=1,GNL3L
A0A0J9YX62,DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 PE=1 SV=1,DNAJB6
P61956,Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 PE=1 SV=3,SUMO2
Q13825,"Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1",AUH
Q9Y6V0,Protein piccolo OS=Homo sapiens GN=PCLO PE=1 SV=4,PCLO
H0Y449,Nuclease-sensitive element-binding protein 1 (Fragment) OS=Homo sapiens GN=YBX1 PE=1 SV=1,YBX1
P05387,60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1,RPLP2
K7EJV9,60S ribosomal protein L23a (Fragment) OS=Homo sapiens GN=RPL23A PE=1 SV=1,RPL23A
P32320,Cytidine deaminase OS=Homo sapiens GN=CDA PE=1 SV=2,CDA
Q5TCU3,Tropomyosin beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1,TPM2
Q6ZMZ0,E3 ubiquitin-protein ligase RNF19B OS=Homo sapiens GN=RNF19B PE=1 SV=2,RNF19B
Q9Y3U8,60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3,RPL36
O75665,Oral-facial-digital syndrome 1 protein OS=Homo sapiens GN=OFD1 PE=1 SV=1,OFD1
Q86UU1,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1,PHLDB1
H3BNP9,"Sulfide:quinone oxidoreductase, mitochondrial (Fragment) OS=Homo sapiens GN=SQRDL PE=1 SV=1",SQRDL
P0C7V5,Putative zinc finger protein 812 OS=Homo sapiens GN=ZNF812 PE=5 SV=1,ZNF812
A0A0B4J2E5,Uncharacterized protein OS=Homo sapiens PE=1 SV=1,1
P30101,Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4,PDIA3
P84074,Neuron-specific calcium-binding protein hippocalcin OS=Homo sapiens GN=HPCA PE=1 SV=2,HPCA
Q9NZN4,EH domain-containing protein 2 OS=Homo sapiens GN=EHD2 PE=1 SV=2,EHD2
Q8WWQ0,PH-interacting protein OS=Homo sapiens GN=PHIP PE=1 SV=2,PHIP
P62266,40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3,RPS23
P09467,"Fructose-1,6-bisphosphatase 1 OS=Homo sapiens GN=FBP1 PE=1 SV=5",FBP1
Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1,BAIAP2
O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1,DNAJA2
P06727,Apolipoprotein A-IV OS=Homo sapiens GN=APOA4 PE=1 SV=3,APOA4
P12273,Prolactin-inducible protein OS=Homo sapiens GN=PIP PE=1 SV=1,PIP
P35241,Radixin OS=Homo sapiens GN=RDX PE=1 SV=1,RDX
O00442,RNA 3'-terminal phosphate cyclase OS=Homo sapiens GN=RTCA PE=1 SV=1,RTCA
J3QRQ2,L-xylulose reductase (Fragment) OS=Homo sapiens GN=DCXR PE=1 SV=1,DCXR
H0YDP7,"39S ribosomal protein L49, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL49 PE=1 SV=1",MRPL49
Q07890,Son of sevenless homolog 2 OS=Homo sapiens GN=SOS2 PE=1 SV=2,SOS2
Q86Y38,Xylosyltransferase 1 OS=Homo sapiens GN=XYLT1 PE=1 SV=1,XYLT1
F5H7S7,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=2,IQGAP2
H0YL12,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens GN=ETFA PE=1 SV=6",ETFA
A6ND22,"28S ribosomal protein S16, mitochondrial OS=Homo sapiens GN=MRPS16 PE=1 SV=1",MRPS16
Q16394,Exostosin-1 OS=Homo sapiens GN=EXT1 PE=1 SV=2,EXT1
Q9BQ39,ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1,DDX50
Q9HBG4,V-type proton ATPase 116 kDa subunit a isoform 4 OS=Homo sapiens GN=ATP6V0A4 PE=1 SV=2,ATP6V0A4
H0Y8B3,Adenosylhomocysteinase (Fragment) OS=Homo sapiens GN=AHCYL2 PE=1 SV=1,AHCYL2
P32241,Vasoactive intestinal polypeptide receptor 1 OS=Homo sapiens GN=VIPR1 PE=1 SV=1,VIPR1
A0A087WUC6,Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=1 SV=1,SPCS2
Q9Y4C8,Probable RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=3,RBM19
P63104,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1,YWHAZ
Q9H444,Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1,CHMP4B
P30041,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,PRDX6
Q13885,Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1,TUBB2A
P15088,Mast cell carboxypeptidase A OS=Homo sapiens GN=CPA3 PE=1 SV=2,CPA3
Q86UD1,Out at first protein homolog OS=Homo sapiens GN=OAF PE=2 SV=1,OAF
A0A087WZV1,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=1,HNRNPAB
P04792,Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2,HSPB1
A0A0G2JIW1,Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1,HSPA1B
P78371,T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4,CCT2
Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2,AHNAK
F8VV56,CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=1,CD63
H3BQK9,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1",MACF1
A0A0A0MR89,Neurexin-3-beta OS=Homo sapiens GN=NRXN3 PE=1 SV=1,NRXN3
P16152,Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3,CBR1
Q6RFH5,WD repeat-containing protein 74 OS=Homo sapiens GN=WDR74 PE=1 SV=1,WDR74
P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1",ETFA
P61421,V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=1 SV=1,ATP6V0D1
O15182,Centrin-3 OS=Homo sapiens GN=CETN3 PE=1 SV=2,CETN3
Q9UBN7,Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2,HDAC6
H3BLW9,DNA repair protein SWI5 homolog (Fragment) OS=Homo sapiens GN=SWI5 PE=1 SV=1,SWI5
Q8N5Y2,Male-specific lethal 3 homolog OS=Homo sapiens GN=MSL3 PE=1 SV=1,MSL3
P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3",KRT5
B0QZ43,Erlin-1 (Fragment) OS=Homo sapiens GN=ERLIN1 PE=1 SV=1,ERLIN1
Q01995,Transgelin OS=Homo sapiens GN=TAGLN PE=1 SV=4,TAGLN
O95758,Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2,PTBP3
O94903,Proline synthase co-transcribed bacterial homolog protein OS=Homo sapiens GN=PROSC PE=1 SV=1,PROSC
Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B PE=1 SV=1,ANP32B
P26022,Pentraxin-related protein PTX3 OS=Homo sapiens GN=PTX3 PE=1 SV=3,PTX3
Q02318,"Sterol 26-hydroxylase, mitochondrial OS=Homo sapiens GN=CYP27A1 PE=1 SV=1",CYP27A1
P04920,Anion exchange protein 2 OS=Homo sapiens GN=SLC4A2 PE=1 SV=4,SLC4A2
P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3",KRT9
O43396,Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3,TXNL1
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens GN=FKBP5 PE=1 SV=2,FKBP5
Q96PK6,RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2,RBM14
P62280,40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3,RPS11
Q9UM22,Mammalian ependymin-related protein 1 OS=Homo sapiens GN=EPDR1 PE=1 SV=2,EPDR1
P50226,Sulfotransferase 1A2 OS=Homo sapiens GN=SULT1A2 PE=1 SV=2,SULT1A2
A0A0A6YYA0,Protein TMED7-TICAM2 OS=Homo sapiens GN=TMED7-TICAM2 PE=3 SV=1,TMED7-TICAM2
A0A087WWE2,DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2A PE=1 SV=1,POLR2A
O15091,Mitochondrial ribonuclease P protein 3 OS=Homo sapiens GN=KIAA0391 PE=1 SV=2,KIAA0391
Q5VZ89,DENN domain-containing protein 4C OS=Homo sapiens GN=DENND4C PE=1 SV=1,DENND4C
Q5VWI1,Transcription elongation regulator 1-like protein OS=Homo sapiens GN=TCERG1L PE=2 SV=2,TCERG1L
E9PFT6,Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=1,HBD
P07737,Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2,PFN1
Q9NVQ4,Fas apoptotic inhibitory molecule 1 OS=Homo sapiens GN=FAIM PE=1 SV=1,FAIM
H0YJ34,Fermitin family homolog 2 (Fragment) OS=Homo sapiens GN=FERMT2 PE=1 SV=1,FERMT2
C9JSW2,Mesoderm-specific transcript homolog protein (Fragment) OS=Homo sapiens GN=MEST PE=1 SV=1,MEST
Q96T23,Remodeling and spacing factor 1 OS=Homo sapiens GN=RSF1 PE=1 SV=2,RSF1
Q9UK61,Protein TASOR OS=Homo sapiens GN=FAM208A PE=1 SV=3,FAM208A
Q9NQZ5,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens GN=STARD7 PE=1 SV=2",STARD7
Q96JM4,Leucine-rich repeat and IQ domain-containing protein 1 OS=Homo sapiens GN=LRRIQ1 PE=2 SV=3,LRRIQ1
Q9NW13,RNA-binding protein 28 OS=Homo sapiens GN=RBM28 PE=1 SV=3,RBM28
H7C201,"Glutaminase kidney isoform, mitochondrial (Fragment) OS=Homo sapiens GN=GLS PE=1 SV=1",GLS
P15259,Phosphoglycerate mutase 2 OS=Homo sapiens GN=PGAM2 PE=1 SV=3,PGAM2
Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens GN=TRADD PE=1 SV=2,TRADD
P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6",KRT1
O95861,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens GN=BPNT1 PE=1 SV=1",BPNT1
P49590,"Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens GN=HARS2 PE=1 SV=1",HARS2
B5MCX3,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1,37500
P0C7P0,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Homo sapiens GN=CISD3 PE=1 SV=1",CISD3
E9PN89,Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1,HSPA8
P61626,Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1,LYZ
H7C3X3,SUN domain-containing protein 1 (Fragment) OS=Homo sapiens GN=SUN1 PE=1 SV=1,SUN1
Q16718,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens GN=NDUFA5 PE=1 SV=3,NDUFA5
E9PKB1,Coiled-coil domain-containing protein 15 OS=Homo sapiens GN=CCDC15 PE=1 SV=1,CCDC15
P62241,40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2,RPS8
Q99999,Galactosylceramide sulfotransferase OS=Homo sapiens GN=GAL3ST1 PE=1 SV=1,GAL3ST1
P62834,Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1,RAP1A
Q15437,Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2,SEC23B
P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3",ATP5B
Q9P0J6,"39S ribosomal protein L36, mitochondrial OS=Homo sapiens GN=MRPL36 PE=1 SV=1",MRPL36
F8VUX9,WD repeat-containing protein 90 OS=Homo sapiens GN=WDR90 PE=1 SV=1,WDR90
Q9H845,"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens GN=ACAD9 PE=1 SV=1",ACAD9
Q8NBS9,Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,TXNDC5
K7ERK4,Transgelin (Fragment) OS=Homo sapiens GN=CNN1 PE=1 SV=1,CNN1
P52566,Rho GDP-dissociation inhibitor 2 OS=Homo sapiens GN=ARHGDIB PE=1 SV=3,ARHGDIB
P62851,40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1,RPS25
Q5VWZ2,Lysophospholipase-like protein 1 OS=Homo sapiens GN=LYPLAL1 PE=1 SV=3,LYPLAL1
Q14692,Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1,BMS1
A0A024R571,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=1,EHD1
Q9NZJ7,Mitochondrial carrier homolog 1 OS=Homo sapiens GN=MTCH1 PE=1 SV=1,MTCH1
P22748,Carbonic anhydrase 4 OS=Homo sapiens GN=CA4 PE=1 SV=2,CA4
P07205,Phosphoglycerate kinase 2 OS=Homo sapiens GN=PGK2 PE=1 SV=3,PGK2
Q9UJ68,Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens GN=MSRA PE=1 SV=1,MSRA
P45974,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2,USP5
A0A087WYD8,Amine oxidase OS=Homo sapiens GN=AOC1 PE=1 SV=1,AOC1
P55769,NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=3,SNU13
Q5JRI1,Serine/arginine-rich-splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=1 SV=1,SRSF10
A9YTQ3,Aryl hydrocarbon receptor repressor OS=Homo sapiens GN=AHRR PE=1 SV=3,AHRR
C9J0J7,Profilin-2 OS=Homo sapiens GN=PFN2 PE=1 SV=1,PFN2
P08294,Extracellular superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD3 PE=1 SV=2,SOD3
P00352,Retinal dehydrogenase 1 OS=Homo sapiens GN=ALDH1A1 PE=1 SV=2,ALDH1A1
Q9NZZ3,Charged multivesicular body protein 5 OS=Homo sapiens GN=CHMP5 PE=1 SV=1,CHMP5
Q9Y253,DNA polymerase eta OS=Homo sapiens GN=POLH PE=1 SV=1,POLH
Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1,HNRNPUL2
Q01831,DNA repair protein complementing XP-C cells OS=Homo sapiens GN=XPC PE=1 SV=4,XPC
P68431,Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2,HIST1H3A
G3V1D4,"Lin-7 homolog C (C. elegans), isoform CRA_b OS=Homo sapiens GN=LIN7C PE=1 SV=1",LIN7C
