Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Balance_Difference
ECHDC2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial OS=Homo sapiens GN=ECHDC2 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0814351012599905,0.1188909044728301,-0.0814351012599905,0.1681371295482804,0,0.0,,,0.1971832080943418,0
PDSS2,Decaprenyl-diphosphate synthase subunit 2 OS=Homo sapiens GN=PDSS2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0175747231565159,0.1470430037010335,0.0175747231565159,0.2079502100860788,0,0.0,,,0.1999984180171621,0
HIST2H2AB,Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0240840528264277,0.0638377633029514,0.0240840528264277,0.0902802306545974,0,0.0,,,0.1916778939773539,0
MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3 OS=Homo sapiens GN=MAP4K3 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0577726082606401,0.8436755844065253,-0.0577726082606401,1.193137453710755,2,1.0,,,0.2696616760877113,0
GLYCTK,Glycerate kinase OS=Homo sapiens GN=GLYCTK PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0544355331978376,0.065441362686339,0.0544355331978376,0.0925480626511972,0,0.0,,,0.1918382539156927,0
TTBK2,Tau-tubulin kinase OS=Homo sapiens GN=TTBK2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0994613829650918,0.1772547487359989,-0.0994613829650918,0.2506760696574849,0,0.0,,,0.2030195925206587,0
CDAN1,Codanin-1 OS=Homo sapiens GN=CDAN1 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0985923044233615,0.2620819094038392,-0.0985923044233615,0.3706397907315462,0,0.0,,,0.2115023085874427,0
RHOT2,Mitochondrial Rho GTPase 2 OS=Homo sapiens GN=RHOT2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0497217030951438,0.2029494947870962,-0.0497217030951438,0.2870139280046792,0,0.0,,,0.2055890671257684,0
THNSL1,Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2043213322990945,0.5405937883070201,-0.2043213322990945,0.7645150671584378,1,0.5,,,0.2393534964777608,0
CLYBL,"Citrate lyase subunit beta-like protein, mitochondrial OS=Homo sapiens GN=CLYBL PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0128479940350815,0.2332758829140482,-0.0128479940350815,0.3299019173916052,0,0.0,,,0.2086217059384636,0
ADSSL1,Adenylosuccinate synthetase isozyme 1 OS=Homo sapiens GN=ADSSL1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0198311758131768,0.1708734981441396,-0.0198311758131768,0.2416516185255761,0,0.0,,,0.2023814674614727,0
CCAR2,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0093274096534498,0.1631742090628509,-0.0093274096534498,0.2307631794861866,0,0.0,,,0.2016115385533439,0
NUP93,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0919188185115916,0.1542674324653808,-0.0919188185115916,0.2181670952250171,0,0.0,,,0.2007208608935969,0
KRT78,"Keratin, type II cytoskeletal 78 OS=Homo sapiens GN=KRT78 PE=2 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0728794309717948,0.0798464645335676,-0.0728794309717948,0.1129199530509137,0,0.0,,,0.1932787641004155,0
PELI3,E3 ubiquitin-protein ligase pellino homolog 3 OS=Homo sapiens GN=PELI3 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0463143768631999,0.1135099578141327,-0.0463143768631999,0.1605273218051444,0,0.0,,,0.1966451134284721,0
SYNPO,Synaptopodin OS=Homo sapiens GN=SYNPO PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0744301946439354,0.3623766371501866,-0.0744301946439354,0.5124779549449479,0,0.0,,,0.2215317813620775,0
FAM26E,Protein FAM26E OS=Homo sapiens GN=FAM26E PE=2 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1765509150645448,0.3290626211192811,-0.1765509150645448,0.4653648216569266,1,0.5,,,0.2182003797589869,0
ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens GN=ATPAF2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2508307700143616,0.351257006900433,0.2508307700143616,0.4967524230371721,1,0.5,,,0.2204198183371021,0
EIF4E3,Eukaryotic translation initiation factor 4E type 3 OS=Homo sapiens GN=EIF4E3 PE=2 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1687882150721453,0.3341512651105817,-0.1687882150721453,0.4725612510035122,1,0.5,,,0.218709244158117,0
PRPF38A,Pre-mRNA-splicing factor 38A OS=Homo sapiens GN=PRPF38A PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0940887533462274,0.1528227620777138,-0.0940887533462274,0.2161240227696196,0,0.0,,,0.2005763938548302,0
KDF1,Keratinocyte differentiation factor 1 OS=Homo sapiens GN=KDF1 PE=2 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1131979742998913,0.3091064055487331,-0.1131979742998913,0.4371424709434164,0,0.0,,,0.2162047582019321,0
TXNDC5,Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1455742087275536,0.315801925232349,-0.1455742087275536,0.4466113656871222,0,0.0,,,0.2168743101702937,0
TNRC6A,Trinucleotide repeat-containing gene 6A protein OS=Homo sapiens GN=TNRC6A PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0332337610712708,0.1386415955383562,0.0332337610712708,0.1960688247193886,0,0.0,,,0.1991582772008944,0
NSUN7,Putative methyltransferase NSUN7 OS=Homo sapiens GN=NSUN7 PE=2 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0007123081901716,0.1916940445889737,-0.0007123081901716,0.2710963176838795,0,0.0,,,0.2044635221059562,0
CHDH,"Choline dehydrogenase, mitochondrial OS=Homo sapiens GN=CHDH PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0223251265031158,0.2625208241327997,-0.0223251265031158,0.3712605098939675,0,0.0,,,0.2115462000603388,0
ABCF1,ATP-binding cassette sub-family F member 1 OS=Homo sapiens GN=ABCF1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0374460652411473,0.1453633059354511,0.0374460652411473,0.2055747587253043,0,0.0,,,0.1998304482406039,0
MCU,"Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2285338182410226,0.3532009311017574,0.2285338182410226,0.4995015470069103,1,0.5,,,0.2206142107572345,0
DOCK8,Dedicator of cytokinesis protein 8 OS=Homo sapiens GN=DOCK8 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2057785575334722,0.4276994136812656,0.2057785575334722,0.6048583114470667,1,0.5,,,0.2280640590151854,0
SYNE1,Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0209989099205542,0.2527080558532517,0.0209989099205542,0.3573831599086061,0,0.0,,,0.210564923232384,0
NUP43,Nucleoporin Nup43 OS=Homo sapiens GN=NUP43 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1864245607023012,0.4116633236324404,-0.1864245607023012,0.5821798554125819,1,0.5,,,0.2264604500103028,0
WDR36,WD repeat-containing protein 36 OS=Homo sapiens GN=WDR36 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2175195425151306,0.3655144831404822,0.2175195425151306,0.5169155393010619,1,0.5,,,0.221845565961107,0
ADCK3,"Atypical kinase ADCK3, mitochondrial OS=Homo sapiens GN=ADCK3 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.356517202177565,0.4140148003716631,-0.356517202177565,0.5855053457087955,1,0.5,,,0.2266955976842251,0
NUBPL,Iron-sulfur protein NUBPL OS=Homo sapiens GN=NUBPL PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1671094424391785,0.2490666716839159,0.1671094424391785,0.3522334650305209,0,0.0,,,0.2102007848154504,0
MDM1,Nuclear protein MDM1 OS=Homo sapiens GN=MDM1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2710371460891062,0.2836003334846633,-0.2710371460891062,0.4010714379075434,1,0.5,,,0.2136541509955251,0
DDX54,ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0643624170875112,0.1216672889176021,0.0643624170875112,0.1720635300844387,0,0.0,,,0.197460846538819,0
TBCK,TBC domain-containing protein kinase-like protein OS=Homo sapiens GN=TBCK PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1140716588020663,0.1882155277736599,0.1140716588020663,0.2661769520267198,0,0.0,,,0.2041156704244248,0
NUP210,Nuclear pore membrane glycoprotein 210 OS=Homo sapiens GN=NUP210 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1133032545741486,0.1178783630486966,-0.1133032545741486,0.1667051797338062,0,0.0,,,0.1970819539519284,0
GIPC2,PDZ domain-containing protein GIPC2 OS=Homo sapiens GN=GIPC2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1420739650150951,0.646157298592583,0.1420739650150951,0.9138044150959924,2,1.0,,,0.2499098475063171,0
LACE1,Lactation elevated protein 1 OS=Homo sapiens GN=LACE1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1402281314952458,0.2054232990287502,0.1402281314952458,0.2905124155138824,0,0.0,,,0.2058364475499338,0
TFB1M,"Dimethyladenosine transferase 1, mitochondrial OS=Homo sapiens GN=TFB1M PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0643474989214442,0.1707555367658568,-0.0643474989214442,0.2414847959445724,0,0.0,,,0.2023696713236445,0
SECTM1,Secreted and transmembrane protein 1 OS=Homo sapiens GN=SECTM1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0338781482231724,0.338198965055195,0.0338781482231724,0.4782855631616011,0,0.0,,,0.2191140141525783,0
C2orf47,"Uncharacterized protein C2orf47, mitochondrial OS=Homo sapiens GN=C2orf47 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.002173453213717,0.2004216262843907,0.002173453213717,0.2834389820842573,0,0.0,,,0.2053362802754979,0
PSPC1,Paraspeckle component 1 OS=Homo sapiens GN=PSPC1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0789043924608588,0.321556157716934,0.0789043924608588,0.45474907930787,0,0.0,,,0.2174497334187522,0
DEDD2,DNA-binding death effector domain-containing protein 2 OS=Homo sapiens GN=DEDD2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0025346151936994,0.0587990771464992,-0.0025346151936994,0.0831544523556011,0,0.0,,,0.1911740253617087,0
ACOT11,Acyl-coenzyme A thioesterase 11 OS=Homo sapiens GN=ACOT11 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.052296271215358,0.0969409352669515,-0.052296271215358,0.1370951854036551,0,0.0,,,0.1949882111737539,0
DNAJC9,DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2995259641782362,0.5164309393832103,0.2995259641782362,0.7303436385048137,1,0.5,,,0.2369372115853798,0
DDX1,ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1006515332369816,0.1864730172223989,-0.1006515332369816,0.2637126699725483,0,0.0,,,0.2039414193692987,0
HSD17B8,Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1253124839903784,0.3998659188853172,-0.1253124839903784,0.5654958056183955,1,0.5,,,0.2252807095355905,0
NDRG1,Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.148031769306641,0.1845770215505749,-0.148031769306641,0.261031327179254,0,0.0,,,0.2037518198021163,0
ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0184200262941875,0.1452510157906739,0.0184200262941875,0.2054159564796396,0,0.0,,,0.1998192192261262,0
GGH,Gamma-glutamyl hydrolase OS=Homo sapiens GN=GGH PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0430254316333253,0.1091553321764308,0.0430254316333253,0.1543689511692488,0,0.0,,,0.1962096508647019,0
GPKOW,G patch domain and KOW motifs-containing protein OS=Homo sapiens GN=GPKOW PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0022446630775717,0.0266681459893892,-0.0022446630775717,0.0377144537415399,0,0.0,,,0.1879609322459977,0
SLCO2A1,Solute carrier organic anion transporter family member 2A1 OS=Homo sapiens GN=SLCO2A1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3417596760047352,0.3439739916684665,-0.3417596760047352,0.4864526841211554,1,0.5,,,0.2196915168139054,0
TNPO1,Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0121936570718545,0.1659051992938395,0.0121936570718545,0.234625382909559,0,0.0,,,0.2018846375764428,0
KAT5,Histone acetyltransferase KAT5 OS=Homo sapiens GN=KAT5 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0410279426862418,0.0766603422286592,-0.0410279426862418,0.1084140956759328,0,0.0,,,0.1929601518699247,0
ATP6V0A1,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1114256041912059,0.3797931385790622,-0.1114256041912059,0.5371086074747541,0,0.0,,,0.223273431504965,0
TATDN2,Putative deoxyribonuclease TATDN2 OS=Homo sapiens GN=TATDN2 PE=2 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4829021005340163,0.6077426315211186,0.4829021005340163,0.8594778719294803,1,0.5,,,0.2460683807991707,0
PSMG2,Proteasome assembly chaperone 2 OS=Homo sapiens GN=PSMG2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2321889733595223,0.3191415226043317,0.2321889733595223,0.4513342695834456,1,0.5,,,0.217208269907492,0
MRPL24,"39S ribosomal protein L24, mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.4369538309421157,0.4651040158809215,-0.4369538309421157,0.6577564071729906,1,0.5,,,0.231804519235151,0
ISOC2,"Isochorismatase domain-containing protein 2, mitochondrial OS=Homo sapiens GN=ISOC2 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0343553346277028,0.1863321493734049,0.0343553346277028,0.2635134527499987,0,0.0,,,0.2039273325843993,0
KIAA1143,Uncharacterized protein KIAA1143 OS=Homo sapiens GN=KIAA1143 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1242210963023203,0.2140463337075441,0.1242210963023203,0.3027072281054463,0,0.0,,,0.2066987510178132,0
ARL8A,ADP-ribosylation factor-like protein 8A OS=Homo sapiens GN=ARL8A PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0419624909862657,0.3127200571260999,-0.0419624909862657,0.4422529460138195,0,0.0,,,0.2165661233596688,0
CHCHD1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Homo sapiens GN=CHCHD1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2496831079610272,0.2993630704650672,0.2496831079610272,0.4233633143253507,1,0.5,,,0.2152304246935655,0
EFHD2,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1878808287906746,0.2783879533542317,0.1878808287906746,0.393700019234843,0,0.0,,,0.213132912982482,0
GALM,Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1302312474133752,0.2932448904341501,-0.1302312474133752,0.4147109011485874,0,0.0,,,0.2146186066904738,0
CHMP4C,Charged multivesicular body protein 4c OS=Homo sapiens GN=CHMP4C PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1539523161448462,0.1836600242893534,0.1539523161448462,0.2597344972157757,0,0.0,,,0.2036601200759941,0
FOXRED1,FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens GN=FOXRED1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1405562303003656,0.1845499323075216,0.1405562303003656,0.2609930172043337,0,0.0,,,0.203749110877811,0
SNRNP40,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0672870695332943,0.0952642355326804,0.0672870695332943,0.1347239738994216,0,0.0,,,0.1948205412003268,0
ASB9,Ankyrin repeat and SOCS box protein 9 OS=Homo sapiens GN=ASB9 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1059111904428059,0.4000842583042199,-0.1059111904428059,0.5658045841858084,1,0.5,,,0.2253025434774808,0
RBMXL1,"RNA binding motif protein, X-linked-like-1 OS=Homo sapiens GN=RBMXL1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0166210562241226,0.2227417184741928,0.0166210562241226,0.3150043591724933,0,0.0,,,0.2075682894944781,0
MOCOS,Molybdenum cofactor sulfurase OS=Homo sapiens GN=MOCOS PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0649575440293467,0.2354193980503081,-0.0649575440293467,0.3329333055684558,0,0.0,,,0.2088360574520896,0
SAT2,Diamine acetyltransferase 2 OS=Homo sapiens GN=SAT2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.3591337406947755,0.36233390816815,0.3591337406947755,0.5124175270390453,1,0.5,,,0.2215275084638738,0
SCRN2,Secernin-2 OS=Homo sapiens GN=SCRN2 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0698162407202491,0.3454490493469002,0.0698162407202491,0.4885387306952789,0,0.0,,,0.2198390225817488,0
SDSL,Serine dehydratase-like OS=Homo sapiens GN=SDSL PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4571196855653862,0.8728561464666931,0.4571196855653862,1.234405000333914,1,0.5,,,0.2725797322937281,0
SCARF2,Scavenger receptor class F member 2 OS=Homo sapiens GN=SCARF2 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1053409686492813,0.1744681925543055,-0.1053409686492813,0.2467352841130195,0,0.0,,,0.2027409369024894,0
MYO19,Unconventional myosin-XIX OS=Homo sapiens GN=MYO19 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0974437434885396,0.2546326056914268,0.0974437434885396,0.3601048843912164,0,0.0,,,0.2107573782162015,0
PDLIM5,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.15923081868094,0.590350476680862,0.15923081868094,0.8348816506754967,1,0.5,,,0.244329165315145,0
DHTKD1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Homo sapiens GN=DHTKD1 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.104315990771194,0.1481154648418672,0.104315990771194,0.2094668991765639,0,0.0,,,0.2001056641312455,0
NARS2,"Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens GN=NARS2 PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0972110357302123,0.2514520558583143,-0.0972110357302123,0.3556069076814252,0,0.0,,,0.2104393232328902,0
ITCH,E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens GN=ITCH PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1927369244906381,0.3318475240558298,0.1927369244906381,0.4693032691596864,1,0.5,,,0.2184788700526418,0
LRRIQ1,Leucine-rich repeat and IQ domain-containing protein 1 OS=Homo sapiens GN=LRRIQ1 PE=2 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1679329591436637,0.5157173005557212,0.1679329591436637,0.7293344007963426,1,0.5,,,0.2368658477026309,0
MYO15B,Unconventional myosin-XVB OS=Homo sapiens GN=MYO15B PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0721486720498344,0.2832036305689425,0.0721486720498344,0.4005104152638982,0,0.0,,,0.213614480703953,0
CNDP2,Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1293828917356537,0.225003176858006,-0.1293828917356537,0.3182025442896243,0,0.0,,,0.2077944353328594,0
LINC00479,Putative uncharacterized protein encoded by LINC00479 OS=Homo sapiens GN=LINC00479 PE=5 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0332378973133578,0.4003697702448191,0.0332378973133578,0.5662083590444232,0,0.0,,,0.2253310946715407,0
ZFP42,Zinc finger protein 42 homolog OS=Homo sapiens GN=ZFP42 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0634654389170125,0.1371164223610902,-0.0634654389170125,0.1939119041271313,0,0.0,,,0.1990057598831678,0
HSPA12B,Heat shock 70 kDa protein 12B OS=Homo sapiens GN=HSPA12B PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0781338599392996,0.1551650230548957,-0.0781338599392996,0.2194364800101675,0,0.0,,,0.2008106199525484,0
TCEANC2,Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Homo sapiens GN=TCEANC2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0827811609304415,0.1306699593632999,0.0827811609304415,0.1847952287263199,0,0.0,,,0.1983611135833888,0
ZSWIM3,Zinc finger SWIM domain-containing protein 3 OS=Homo sapiens GN=ZSWIM3 PE=2 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1334532920811962,0.1463857226303783,0.1334532920811962,0.207020674281667,0,0.0,,,0.1999326899100966,0
PGLYRP2,N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens GN=PGLYRP2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0123416603867459,0.1005841981079922,0.0123416603867459,0.1422475371247447,0,0.0,,,0.195352537457858,0
RBM14,RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1587232512848984,0.3916468957091394,-0.1587232512848984,0.5538723515731862,1,0.5,,,0.2244588072179728,0
UHRF2,E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens GN=UHRF2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1166584091389807,0.1372175720786032,-0.1166584091389807,0.1940549514294683,0,0.0,,,0.1990158748549191,0
GSDMA,Gasdermin-A OS=Homo sapiens GN=GSDMA PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-1.0097500506476909,1.0533603472596136,-1.0097500506476909,1.4896764891605787,1,0.5,,,0.2906301523730202,0
PPP1R10,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens GN=PPP1R10 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1635398785995159,0.3037883079138288,0.1635398785995159,0.4296215451421105,0,0.0,,,0.2156729484384417,0
VPS35,Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0266675134387046,0.0469996231651522,0.0266675134387046,0.0664675045065829,0,0.0,,,0.189994079963574,0
SPRR2F,Small proline-rich protein 2F OS=Homo sapiens GN=SPRR2F PE=3 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1031923569143044,0.1561411510502383,0.1031923569143044,0.220816933459793,0,0.0,,,0.2009082327520826,0
WRNIP1,ATPase WRNIP1 OS=Homo sapiens GN=WRNIP1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0069861763948144,0.2634911767007843,-0.0069861763948144,0.3726327956558949,0,0.0,,,0.2116432353171372,0
MYADM,Myeloid-associated differentiation marker OS=Homo sapiens GN=MYADM PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2927386638316216,0.3171760302285054,0.2927386638316216,0.4485546436088112,1,0.5,,,0.2170117206699093,0
SPEN,Msx2-interacting protein OS=Homo sapiens GN=SPEN PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0173264868968997,0.0982164437069329,-0.0173264868968997,0.1388990267383981,0,0.0,,,0.1951157620177521,0
ACOX2,Peroxisomal acyl-coenzyme A oxidase 2 OS=Homo sapiens GN=ACOX2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2881226728520604,0.5774903910669398,0.2881226728520604,0.8166947431870087,1,0.5,,,0.2430431567537528,0
CDC5L,Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1668578831622797,0.1952782238485463,-0.1668578831622797,0.2761651126027433,0,0.0,,,0.2048219400319134,0
SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Homo sapiens GN=SDHC PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3447751678676665,0.4138324028259108,-0.3447751678676665,0.5852473966258489,1,0.5,,,0.2266773579296499,0
HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1864712239485652,0.2450582222333625,0.1864712239485652,0.3465646614534612,0,0.0,,,0.209799939870395,0
